food_category,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
altro,104,72,32,0.6826923076923077,0.7241379310344828,0.875,0.7924528301886793,0.7819010416666667,0.9037072740931963,63,24,8,9
carne,104,64,40,0.75,0.7111111111111111,1.0,0.8311688311688312,0.88203125,0.8710456727645913,64,26,14,0
burger_panino,80,56,24,0.775,0.7638888888888888,0.9821428571428571,0.859375,0.7380952380952381,0.8083661420969503,55,17,7,1
pasta,72,48,24,0.6666666666666666,0.6666666666666666,1.0,0.8,0.22916666666666666,0.5388081114258366,48,24,0,0
frutta_verdura,72,32,40,0.6666666666666666,0.5714285714285714,1.0,0.7272727272727273,0.8148437499999999,0.7051438532163665,32,24,16,0
riso_paella,56,40,16,0.7142857142857143,0.8,0.8,0.8,0.8374999999999999,0.9403242804524305,32,8,8,8
pizza,48,24,24,0.5,0.5,0.6666666666666666,0.5714285714285714,0.7526041666666666,0.8313519408699409,16,16,8,8
fritti,16,16,0,1.0,1.0,1.0,1.0,,,16,0,0,0
dessert,16,8,8,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,8,8,0,0
zuppa,16,0,16,1.0,0.0,0.0,0.0,,,0,0,16,0
patatine,16,8,8,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,8,8,0,0
insalata,8,0,8,1.0,0.0,0.0,0.0,,,0,0,8,0
sushi,8,8,0,1.0,1.0,1.0,1.0,,,8,0,0,0
