threshold,accuracy,precision,recall,f1,fp,fn
0.1,0.6883116883116883,0.6716417910447762,0.9574468085106383,0.7894736842105263,22,2
0.15000000000000002,0.6753246753246753,0.6666666666666666,0.9361702127659575,0.7787610619469026,22,3
0.2,0.6753246753246753,0.6666666666666666,0.9361702127659575,0.7787610619469026,22,3
0.25,0.6753246753246753,0.6666666666666666,0.9361702127659575,0.7787610619469026,22,3
0.30000000000000004,0.7012987012987013,0.6875,0.9361702127659575,0.7927927927927928,20,3
0.35,0.7012987012987013,0.6875,0.9361702127659575,0.7927927927927928,20,3
0.4,0.7012987012987013,0.6875,0.9361702127659575,0.7927927927927928,20,3
0.45000000000000007,0.7142857142857143,0.6984126984126984,0.9361702127659575,0.8,19,3
0.5,0.7142857142857143,0.6984126984126984,0.9361702127659575,0.8,19,3
0.55,0.7142857142857143,0.6984126984126984,0.9361702127659575,0.8,19,3
0.6,0.7142857142857143,0.6984126984126984,0.9361702127659575,0.8,19,3
0.65,0.7142857142857143,0.6984126984126984,0.9361702127659575,0.8,19,3
0.7000000000000001,0.7142857142857143,0.6984126984126984,0.9361702127659575,0.8,19,3
0.75,0.7272727272727273,0.7096774193548387,0.9361702127659575,0.8073394495412844,18,3
0.8,0.7272727272727273,0.7096774193548387,0.9361702127659575,0.8073394495412844,18,3
0.85,0.7402597402597403,0.7213114754098361,0.9361702127659575,0.8148148148148148,17,3
0.9,0.7272727272727273,0.7241379310344828,0.8936170212765957,0.8,16,5
